# English → Traditional-Chinese assist derived from pinned CC-CEDICT,
# FrequencyWords English vocabulary, and rime-essay ranking data.
# Curated Hong Kong rows are a separately pinned higher-priority input.
# CC-CEDICT source URL: https://cc-cedict.org/editor/editor_export_cedict.php?c=gz
# CC-CEDICT source date: 2026-07-12T16:23:25Z
# CC-CEDICT SHA-256: 90e2881776366f606171a977a1f54786196f428ba604c728a279d4aaff7223a8
# Per-key candidate cap: 3; key length<=32.
english,chinese,freq
gliding,輕功,0.2443
gliding,滑翔翼,0.2262
gliding,國際航空聯合會,0.2174
glimmer,熒,0.2370
glimmer,微光,0.2346
glimmer,熒熒,0.2291
glimpse,一眼,0.3934
glimpse,一瞥,0.2451
glimpse,瞥見,0.2400
glint,閃耀,0.2734
glint,閃射,0.2263
glint,㸌,0.2000
glistening,晶晶,0.2701
glistening,閃閃,0.2561
glistening,亮晶晶,0.2406
glitter,燦爛,0.3278
glitter,閃爍,0.2938
glitter,閃耀,0.2734
glittering,明亮,0.3734
glittering,閃閃,0.2561
glittering,晶亮,0.2329
global,全球,0.6688
global,全球性,0.2565
global,全局性,0.2321
globalization,全球化,0.3057
globalization,環球化,0.2179
globally,全球而言,0.2000
globe,球,0.4942
globe,圓球,0.2346
globe,地球儀,0.2324
gloom,幽暗,0.2591
gloom,塊壘,0.2280
gloomy,鬱悶,0.5649
gloomy,抑鬱,0.4434
gloomy,慘,0.3838
gloria,榮歸主,0.2135
gloria,榮光頌,0.2049
gloria,日落西山,0.2288
glorified,美其名曰,0.2669
glorify,貼金,0.2321
glorify,樹碑立傳,0.2256
glorious,輝煌,0.3784
glorious,光榮,0.3625
glorious,耀,0.2897
gloriously,普照,0.2363
glory,榮耀,0.4417
glory,榮譽,0.4317
glory,光環,0.3855
gloss,光澤,0.2761
gloss,掩飾,0.3004
gloss,和稀泥,0.2340
gloss-finish,光漆,0.2266
glossy,光滑,0.3277
glossy,潤,0.3102
glossy,油光,0.2348
gloucester,格洛斯特,0.2235
glove,手套,0.3467
glove,布袋戲,0.2296
glove,手套箱,0.2292
gloves,戴,0.4041
gloves,打,0.7494
gloves,手套箱,0.2292
glow,發光,0.3504
glow,煥發,0.2537
glow,熠,0.2376
glow-worm,螢,0.2402
glow-worm,蠲,0.2314
glowing,煥,0.2649
glowing,煒,0.2609
glowing,熾熱,0.2487
glucose,葡萄糖,0.3035
glucose,葡糖,0.2264
glucose,糖酵解,0.2249
glucose-fructose,果葡糖漿,0.2000
glue,膠,0.3075
glue,粘,0.3026
glue,膠水,0.2889
glued,膠接,0.2274
glued,脫膠,0.2307
glued,俯首帖耳,0.2259
glug-glug,格勒,0.2348
gluten,麩質,0.2174
gluten,麵筋,0.2000
gluten,不耐受,0.2000
gluten-free,無麩質,0.2000
gluten-free,無麩質飲食,0.2000
glutton,饞嘴,0.2331
glutton,餓鬼,0.2320
glutton,老饕,0.2278
gluttony,饞癆,0.2166
gm,基因改造,0.2284
gm,基改,0.2000
gm,轉基因食品,0.2670
gnaw,咋,0.5401
gnaw,啃,0.2929
gnaw,咬牙,0.2590
gnawing,抱恨,0.2264
gnawing,齎恨,0.2143
gnome,地精,0.2471
go,去,0.7824
go,走,0.6983
go,行,0.6797
go-ahead,開綠燈,0.2307
go-between,牽頭,0.2759
go-between,媒,0.2639
go-between,中人,0.2472
go-getter,進取,0.2695
go-kart,卡丁車,0.2616
go-kart,高卡車,0.2000
goad,鞭笞,0.2306
goal,目標,0.7001
goal,目的,0.6536
goal,進球,0.4655
goalkeeper,守門員,0.2655
goalkeeper,門將,0.3376
goalkeeper,把門,0.2501
goals,帽子戲法,0.2337
goals,同舟共濟,0.2334
goals,建功立業,0.2332
goat,羊,0.3929
goat,山羊,0.2578
goat,麣,0.2173
goat's,淫羊藿,0.2314
goat's,羝羊觸藩,0.2182
goat's,羊觸藩籬,0.2066
goat-antelope,扭角羚,0.2220
goat-antelope,羚牛,0.2266
goat-man,羊男,0.2258
goatee,山羊鬍子,0.2265
goats,羴,0.2215
gobble,吞噬,0.3069
gobble,猛吃,0.2000
gobbling,大口,0.2628
gobbling,唼,0.2238
gobi,戈壁,0.2490
gobi,戈壁灘,0.2319
gobi,戈壁沙漠,0.2267
goblet,鍾,0.3491
goblet,盅,0.2454
goblet,樽,0.2441
goblin,妖,0.3187
goblin,地精,0.2471
goblin,小妖精,0.2419
goblins,魍魎,0.2340
goblins,照妖鏡,0.2291
goblins,神魔小說,0.2234
god,主,0.5240
god,神,0.5046
god,上帝,0.4911
god's,普信男,0.2000
god-forsaken,渺無人煙,0.2252
god-forsaken,蒙昧,0.2113
god-tier,神級,0.2617
goddam,天殺的,0.2301
goddamn,鳥,0.5044
goddamn,天殺的,0.2301
goddamn,殺千刀,0.2279
goddess,女神,0.4479
goddess,聖母,0.2965
goddess,娘娘,0.2669
godfather,大佬,0.6009
godfather,教父,0.3430
godfather,拜,0.3311
godlewski's,戈氏岩鵐,0.2000
godliness,澡身浴德,0.2159
godly,八家將,0.2000
godmother,教母,0.2311
godmother,代母,0.2260
gods,神明,0.3014
gods,社稷,0.2343
gods,神佛,0.2318
godson,教子,0.2365
godspeed,好去,0.2363
godspeed,好走,0.2356
godzilla,哥斯拉,0.2487
godzilla,酷斯拉,0.2242
godzilla,哥吉拉,0.2211
goebbels,戈培爾,0.2096
goes,可想而知,0.3758
goes,不說自明,0.2202
goes,本來,0.6474
goethe,哥德,0.2292
goethe,歌德,0.2568
goggle-eyed,睍,0.2004
goggles,眼罩,0.2349
goggles,護目鏡,0.2309
goggles,風鏡,0.2263
gogh,梵高,0.2982
gogh,凡高,0.2324
gogh,梵谷,0.2295
gogol,果戈里,0.2029
goguryeo,高句麗,0.2859
goguryeo,新羅,0.2356
goguryeo,三國史記,0.2200
goh,吳作棟,0.2246
going,將會,0.5220
going,一路,0.5215
going,待,0.4623
goings-on,家長家短,0.2000
goku,孫悟空,0.3956
golan,戈蘭高地,0.2245
gold,黃金,0.5907
gold,金,0.5697
gold,金色,0.3336
gold-bearing,含金,0.2361
gold-crowned,金冠戴菊,0.2073
gold-digger,拜金女,0.2035
gold-medal,劉翔,0.3715
gold-naped,金頭黑雀,0.2000
gold-plate,鍍金,0.2511
gold-plated,鎦金,0.2288
gold-plating,鎦金,0.2288
golden,黃金,0.5907
golden,金,0.5697
golden,金色,0.3336
golden-breasted,金胸雀鶥,0.2000
golden-bright,金燦燦,0.2338
golden-crested,金冠樹八哥,0.2000
golden-fronted,金額葉鵯,0.2000
golden-fronted,金額雀鶥,0.2000
golden-headed,金頭扇尾鶯,0.2000
golden-throated,金喉擬啄木鳥,0.2000
goldfish,金魚,0.2596
goldfish,金魚佬,0.2246
goldman,高盛,0.2772
goldsmith,金匠,0.2260
golem,魔像,0.2000
golf,高爾夫,0.3644
golf,高爾夫球,0.2502
golf,球場,0.3796
golfer,老虎伍茲,0.2302
golfer's,職業高爾夫球協會,0.2159
goliath,歌利亞,0.2250
goliath,哥利亞,0.2230
gomorrah,蛾摩拉,0.2214
gomorrah,哈摩辣,0.2102
gomorrah,所多瑪與蛾摩拉,0.2119
gondola,吊籃,0.2000
gondola,貢多拉,0.2000
gondola,轎廂,0.2000
gone,完了,0.5091
gone,如來,0.2579
gone,一去不復返,0.2354
goner,必死無疑,0.2321
gong,鑼,0.2442
gong,銅鑼,0.2355
gong,尺,0.2801
gong'an,公安縣,0.2329
gongyang's,十三經,0.2301
gongyang's,公羊傳,0.2273
gongyang's,春秋三傳,0.2228
gonorrhea,淋,0.2793
gonorrhea,菜花,0.2441
gonorrhea,淋病,0.2421
good,好,0.7845
good,標準,0.7118
good,美,0.5900
good-bye,擺手,0.2457
good-bye,不辭而別,0.2326
good-faith,定錢,0.2224
good-for-nothing,小混混,0.2570
good-for-nothing,窩囊,0.2490
good-for-nothing,廢料,0.2466
good-hearted,讓畔,0.2000
good-looking,精神,0.6537
good-looking,好看,0.6258
good-looking,姚,0.3355
good-looks,外貌協會,0.2000
good-natured,和善,0.2445
good-natured,心地善良,0.2344
good-natured,溫厚,0.2300
good-naturedly,笑罵,0.2329
good-neighbor,睦鄰政策,0.2189
good-tasting,腍,0.2214
good-time,賣笑,0.2288
goodbye,再見,0.3687
goodbye,再會,0.2377
goodbye,告別,0.3956
goodies,肥水不流外人田,0.2273
goodness,德,0.4674
goodness,乖乖,0.3584
goodness,真善美,0.2425
goods,產品,0.7673
goods,商品,0.6311
goods,物品,0.5184
goodwill,善意,0.3443
goodwill,商譽,0.2336
goodwill,親善,0.2319
goody-goody,好好先生,0.2321
gooey,糊糊,0.2459
goof,偷懶,0.3528
goof,打混,0.2263
goofy,高飛,0.2468
google,谷歌,0.5219
google,李開復,0.2519
goose,鵝,0.2836
goose,雞皮疙瘩,0.2438
goose,鵝毛,0.2333
goose's,雪泥鴻爪,0.2253
goose-step,正步,0.2325
gooseberry,醋栗,0.2288
gooseberry,茶藨子,0.2192
gooseberry,刺兒李,0.2039
gor,宮崎吾朗,0.2200
goran,哈季奇,0.2077
gorbachev,戈爾巴喬夫,0.2321
gordon,劉家輝,0.2321
gore,戈爾,0.2447
gore,牾,0.2263
gorge,峽,0.2581
gorge,狹路,0.2352
gorge,溝壑,0.2349
gorgeous,華麗,0.4168
gorgeous,絢麗,0.2676
gorgeous,傾城,0.2557
gorgeous-looking,大美人,0.2115
gorges,三峽,0.2854
gorges,巫山,0.2462
gorges,三峽大壩,0.2399
gorgon,芡,0.2366
gorgon,芡實,0.2318
gorgon,雞頭米,0.2231
gorilla,大猩猩,0.2404
gory,血淋淋,0.2439
goryeo,高麗,0.2555
goryeo,高麗王朝,0.2250
goryeo,成均館,0.2248
goryeo-joseon,孟思誠,0.2073
gosh,壞了,0.4247
gosh,糟了,0.2329
gosling,小鵝,0.2287
gospel,福音,0.2934
gospel,福音書,0.2282
gospel,馬太福音,0.2299
gospels,符類福音,0.2164
gossamer,游絲,0.2156
gossip,說話,0.6201
gossip,聊天,0.5652
gossip,口語,0.4991
got,知道了,0.4446
got,後藤,0.2305
got,有了,0.6964
goth,哥特人,0.2260
gothenburg,哥德堡,0.2316
gothic,哥德,0.2292
gothic,哥特,0.2604
gothic,哥特式,0.2332
gotten,八字還沒一撇,0.2232
gouda,高達,0.5240
gouda,豪達,0.2000
gouge,剜,0.2362
gould's,栗背短翅鶇,0.2000
gould's,藍喉太陽鳥,0.2000
gourd,瓜,0.3157
gourd,瓠,0.2302
gourd,八音,0.2343
gourmet,美食家,0.2329
gourmet,美食,0.5166
gout,痛風,0.2811
gout,各持己見,0.2263
gout,秋水仙鹼,0.2068
govern,統治,0.4682
govern,治理,0.3963
govern,治,0.3825
governance,治理,0.3963
governance,管治,0.2299
governance,理化,0.2462
governed,直轄市,0.2693
governed,中央直轄市,0.2231
governed,淺層文字,0.2053
governess,姥,0.2381
governess,媬,0.2205
governing,執政能力,0.2466
governing,節令,0.2303
governing,自治機關,0.2290
government,官方,0.6681
government,政府,0.6542
government,朝,0.4217
government's,公派,0.2316
government-appointed,土司,0.2406
government-assigned,指居,0.2000
government-in-exile,流亡政府,0.2264
government-issued,統一發票,0.2326
government-operated,機關報,0.2309
government-run,官辦,0.2296
government-sanctioned,三自教會,0.2195
government-sanctioned,三自愛國教會,0.2107
governmental,官,0.4074
governmental,信訪局,0.2079
governmental,擔任,0.5052
governments,民間,0.4525
governments,長治久安,0.2321
governments,照會,0.2300
governor,尹,0.3100
governor,總督,0.2684
governor,州長,0.2487
governor-general,總督,0.2684
governor-general,大帥,0.2357
governor-general,督標,0.2190
governs,憲法監護委員會,0.2251
governs,屁股決定腦袋,0.2000
gown,袍,0.2557
gown,長袍,0.2450
gown,褂,0.2412
gowns,褘,0.2262
gowns,禮服店,0.2242
gps,全球定位系統,0.2314
gps,全球位置測定系統,0.2100
gps,環球定位系統,0.2088
gps-based,陌陌,0.3038
grab,抓,0.4820
grab,搶,0.4755
grab,抄,0.3461
grabbing,吃拿卡要,0.2000
grabbing,猴子偷桃,0.2000
grabbing,抓子兒,0.2171
grace,恩,0.7652
grace,優雅,0.4551
grace,風情,0.3121
graceful,優雅,0.4551
graceful,帥,0.4451
graceful,秀,0.4222
gracefully,翩翩起舞,0.2411
gracefully,婉拒,0.2402
gracefully,甘拜下風,0.2306
gracious,煦煦,0.2239
gracious,乖乖,0.3584
gracious,候駕,0.2200
graciously,恩准,0.2282
grade,等,0.7689
grade,級別,0.6434
grade,分數,0.6211
graded,統貨,0.2292
grader,平地機,0.2361
grades,成績,0.6944
grades,第,0.6304
grades,級差,0.2331
gradient,梯度,0.3005
gradient,漸變,0.2849
gradient,坡度,0.2843
grading,學分制,0.2326
grading,朱筆,0.2015
grading,扣分,0.2943
gradual,漸,0.2929
gradual,緩,0.2864
gradual,進行性,0.2343
gradually,慢慢,0.6744
gradually,逐漸,0.6497
gradually,漸漸,0.4763
graduate,畢業,0.6761
graduate,畢業生,0.5513
graduate,出師,0.2427
graduated,刻度,0.2441
graduated,量杯,0.2297
graduated,量筒,0.2286
graduates,賴校族,0.2173
graduates,產出,0.4510
graduates,蟻族,0.2015
graduating,應屆生,0.4591
graduating,應屆畢業生,0.3203
graduation,畢業,0.6761
graduation,分度,0.2330
graduation,畢業設計,0.2566
graeme,格拉漢姆,0.2278
graf,齊柏林,0.2286
graf,瓦德西,0.2235
graffiti,塗鴉,0.2852
graffiti,塗鴨,0.2232
graffiti,到此一遊,0.2324
graft,嫁接,0.2527
graft,接枝,0.2340
graft,扦,0.2313
grafted,砧木,0.2312
grafted,接穗,0.2291
grafting,植皮,0.2307
grafting,高接梨,0.2000
graham,格拉漢姆,0.2278
grail,聖杯,0.2692
grail,聖盤,0.2137
grain,理,0.4787
grain,粒子,0.4494
grain,料,0.3821
grain-eating,蟊,0.2314
grain-fed,穀飼,0.2000
grain-fed,圂,0.2212
grains,粒,0.2994
grains,粕,0.2380
grains,薏米,0.2339
gram,克,0.4661
gram,公分,0.2904
gram,公克,0.2330
gram-positive,革蘭陽性,0.2269
gram-positive,革蘭陽,0.2092
grammar,語法,0.5634
grammar,文法,0.2413
grammar,羌,0.2447
grammy,格萊美獎,0.2301
grammy,葛萊美獎,0.2282
gramophone,留聲機,0.2320
gramophone,唱機,0.2311
gramophone,電唱機,0.2247
grams,兩,0.5826
grams,磅,0.2681
grams,拖拉,0.2492
gran,大加那利島,0.2168
granada,格拉納達,0.2264
granary,倉,0.3356
granary,糧倉,0.2418
granary,料倉,0.2289
grand,王,0.6099
grand,偉大,0.4641
grand,風光,0.3583
grand-disciple,徒孫,0.2299
grandad,公公,0.2740
grandchild,曾,0.5535
grandchildren,下人,0.2372
grandchildren,孫輩,0.2112
grandchildren,卑親屬,0.2167
granddad,爹爹,0.2521
granddaughter,孫女,0.2553
granddaughter,外孫女,0.2356
granddaughter,孫女兒,0.2266
granddaughter's,孫女婿,0.2258
grandeur,高貴,0.3489
grandeur,氣勢,0.3249
grandeur,雄壯,0.2421
grandfather,太公,0.2349
grandfather,阿公,0.2324
grandfather,阿爹,0.2288
grandfather's,姑婆,0.2328
grandfather's,叔公,0.2311
grandfather's,叔祖,0.2296
grandiose,浮誇,0.2895
grandiose,浩浩蕩蕩,0.2452
grandiose,堂而皇之,0.2419
grandma,奶奶,0.4412
grandma,婆婆,0.3496
grandma,阿媽,0.2469
grandmaster,徐俊,0.2275
grandmother,婆,0.2911
grandmother,奶奶,0.4412
grandmother,外婆,0.3340
grandmother's,舅公,0.2290
grandmother's,舅婆,0.2000
grandmother's,表叔,0.2320
grandpa,爺爺,0.4994
grandpa,爺,0.3058
grandpa,公公,0.2740
grandparent,奔喪,0.2313
grandparents,祖,0.3170
grandparents,老人,0.5758
grandparents,孝順,0.2659
grandson,孫,0.4340
grandson,孫子,0.3900
grandson,外孫,0.2405
grandson's,孫媳婦,0.2274
grandstand,作秀,0.2507
grandstand,看台,0.2000
granite,花崗岩,0.2471
granite,花崗石,0.2344
granite,流紋岩,0.2221
granny,阿婆,0.2495
granny,阿奶,0.2254
granny,娭,0.2253
grant,與,0.7719
grant,封,0.4480
grant,發放,0.3919
granted,封號,0.2910
granted,恩准,0.2282
granted,照準,0.2269
granting,寶葫蘆,0.2316
grape,葡萄,0.3573
grape,提子,0.2329
grape,葡萄汁,0.2312
grapefruit,葡萄柚,0.2323
grapefruit,西柚,0.2317
grapefruit,柚子,0.2697
grapes,成串,0.2306
grapes,酸葡萄,0.2287
grapes,果穗,0.2286
grapevine,小廣播,0.2330
grapevine,葡萄樹,0.2301
grapevine,葡萄藤,0.2288
graph,圖形,0.4302
graph,示意圖,0.2893
graph,圖紙,0.3249
graphic,圖像,0.5190
graphic,圖標,0.4289
graphic,平面設計,0.3191
graphics,顯卡,0.4207
graphics,顯存,0.2711
graphics,顯示卡,0.2428
graphite,石墨,0.2468
graphite,石墨碳,0.2000
grapple,拼殺,0.2404
grapple,扭打,0.2311
grapple,捉住,0.2447
grappling,飛撾,0.2000
gras,鵝肝,0.2325
gras,肥肝,0.2000
grasp,把,0.7659
grasp,掌握,0.6729
grasp,把握,0.5339
grasped,弝,0.2234
grasping,貪官,0.2835
grasping,貪官污吏,0.2391
grasping,贓官污吏,0.2138
grass,草,0.4793
grass,薦,0.2597
grass,青草,0.2508
grass-cutter's,芻議,0.2396
grass-fed,草飼,0.2000
grass-foliage,茷,0.2184
grass-style,花押,0.2221
grasses,藻,0.2552
grasses,單子葉,0.2258
grasshopper,蛩,0.2343
grasshopper,螞蚱,0.2336
grasshopper,蚱,0.2307
grasshoppers,直翅目,0.2234
grasshoppers,蝗科,0.2219
grasshoppers,蟈螽,0.2137
grassland,草原,0.3581
grassland,荒草,0.2333
grassland,塔公,0.2294
grasslands,呼倫貝爾草原,0.2295
grasslands,那拉提草原,0.2267
grasslands,巴里坤草原,0.2209
grassroots,基層,0.4190
grassroots,草根網民,0.2204
grassroots,赤腳律師,0.2161
grassy,萃,0.2435
grassy,如草,0.2282
grassy,綠茵,0.2458
grate,篦子,0.2274
grate,爐架,0.2269
grate,箅子,0.2267
grateful,無任,0.2279
grateful,感恩圖報,0.2258
grateful,感謝,0.6276
gratefully,辭謝,0.2255
grater,礤,0.2305
grater,擦子,0.2221
grater,刨絲器,0.2000
gratification,性滿足,0.2291
gratified,快,0.6980
gratified,忺,0.2187
gratified,欣慰,0.2842
gratifying,過癮,0.2874
gratifying,可喜,0.2532
gratifying,喜人,0.2466
gratin,焗烤,0.2217
gratin,奶汁烤,0.2000
gratin,焗飯,0.2044
grating,光柵,0.2430
grating,濇,0.2272
grating,箅子,0.2267
gratitude,謝意,0.2448
gratitude,謝忱,0.2240
gratitude,恩怨,0.2604
gratuitous,白,0.5704
gratuity,小費,0.2548
gratuity,賞錢,0.2280
gratuity,茶錢,0.2245
grave,嚴重,0.5723
grave,室,0.4346
grave,嚴肅,0.4324
grave-clothes,襚,0.2183
gravel,砂,0.2786
gravel,石子,0.2533
gravel,碎石,0.2514
gravely,大錯特錯,0.2338
gravely,一病不起,0.2297
graves,貫氣,0.2219
graves,叢冢,0.2179
graves,平墳,0.2000
gravestone,墓碑,0.2520
gravestone,墓石,0.2246
graveyard,墓地,0.2789
graveyard,墓園,0.2342
graveyard,墳地,0.2325
gravitation,引力,0.4323
gravitation,地心吸力,0.2233
gravitation,吸引力,0.3913
gravitational,引力場,0.2409
gravitational,重力加速度,0.2282
gravitational,重力場,0.2282
gravity,重力,0.3489
gravity,萬有引力,0.2510
gravity,重心,0.4152
gravy,滷汁,0.2306
gravy,調味肉汁,0.2109
gravy,燴飯,0.2270
gray,灰色,0.3746
gray,灰,0.3481
gray,格雷,0.2430
gray's,格雷氏解剖學,0.2099
gray's,蒼眉蝗鶯,0.2000
gray-haired,白髮蒼蒼,0.2341
gray-market,灰產,0.2064
graze,放牧,0.2430
graze,擦傷,0.2338
graze,吃草,0.2000
grazing,牧場,0.2550
grazing,牧區,0.2433
grazing,牧地,0.2266
grease,油,0.4437
grease,油脂,0.3657
grease,膏,0.2772
grease-pot,錁,0.2305
grease-pot,輠,0.2235
greasy,油,0.4437
greasy,油膩,0.3457
greasy,膩,0.2914
great,大,0.7487
great,王,0.6099
great,重大,0.4662
great's,托勒密,0.2284
great's,托勒密王,0.2130
great-aunt,姨姥姥,0.2242
great-aunt,姑奶奶,0.2328
great-granddaughter,曾孫女,0.2251
great-granddaughter,重孫女,0.2242
great-grandfather,太公,0.2349
great-grandfather,曾祖,0.2296
great-grandfather,曾外祖父,0.2000
great-grandmother,太婆,0.2367
great-grandmother,曾外祖母,0.2203
great-grandmother,老奶奶,0.2645
great-grandparents,曾祖父母,0.2212
great-grandson,曾孫,0.2318
great-grandson,重孫,0.2278
great-grandson,重孫子,0.2034
great-great-grandfather,高祖父,0.2228
great-great-grandfather,顯考,0.2191
great-great-grandmother,高祖母,0.2195
great-great-grandson,玄孫,0.2278
great-sage,孫大聖,0.2294
greater,大部分,0.7293
greater,大多,0.6000
greater,高於,0.5449
greatest,太,0.7268
greatest,最多,0.6611
greatest,莫大,0.2692
greatly,大,0.7487
greatly,大大,0.4692
greatly,大加,0.2424
greatness,謷,0.2174
greatness,龍門,0.2557
greatness,鵬摶,0.2154
greats,碩果僅存,0.2290
greece,希臘,0.4074
greece,歐豬,0.2000
greece,古希臘,0.3224
greed,慾,0.2634
greed,貪慾,0.2409
greed,貪念,0.2326
greedy,貪婪,0.3309
greedy,貪,0.2912
greedy,貪心,0.2690
greek,柏拉圖,0.3381
greek,雷神,0.3347
greek,蘇格拉底,0.3231
green,綠色,0.4970
green,青,0.4259
green,綠,0.4147
green-backed,綠背姬鶲,0.2000
green-backed,綠背山雀,0.2000
green-billed,綠嘴地鵑,0.2000
green-colored,青糰,0.2000
green-crowned,金眶鶲鶯,0.2000
green-eared,黃紋擬啄木鳥,0.2000
green-frog,蚔,0.2174
green-legged,綠腳山鷓鴣,0.2000
green-tailed,綠喉太陽鳥,0.2000
green-winged,美洲綠翅鴨,0.2000
greene,格林,0.3471
greener,家花沒有野花香,0.2000
greener,這山望著那山高,0.2000
greenery,綠樹,0.2461
greenery,黃土不露天,0.2149
greenhorn,小白,0.5758
greenhorn,外教,0.3257
greenhorn,初出茅廬,0.2358
greenhouse,大棚,0.2544
greenhouse,溫室,0.2538
greenhouse,花房,0.2318
greenish-blue,翠綠,0.2464
greenland,格陵蘭,0.2328
greenland,格陵蘭島,0.2307
greenland,努克,0.2000
greenpeace,綠色和平,0.2313
greens,菜,0.4753
greens,生菜,0.2490
greens,菜蔬,0.2290
greenspan,格林斯班,0.2094
greenwich,格林威治,0.2302
greenwich,格林威治村,0.2232
greenwich,格林尼治,0.2291
greet,招呼,0.3330
greet,迎接,0.3303
greet,施禮,0.2329
greeting,問訊,0.2327
greeting,賀卡,0.2590
greeting,賀函,0.2201
greetings,慰問,0.2904
greetings,安安,0.2746
greetings,拜,0.3311
gregoire,葛瑞格爾,0.2121
gregorian,公曆,0.2873
gregorian,西元,0.2338
gregorian,新曆,0.2310
gregory,格里高利,0.2286
gremlin,精怪,0.2351
grenada,格林納達,0.2285
grenada,格瑞那達,0.2000
grenada,巴薩,0.4922
grenade,手雷,0.2414
grenade,榴彈,0.2339
grenade,投,0.4608
grenoble,格勒諾布爾,0.2285
grew,青梅竹馬,0.2623
grew,鳳凰男,0.2059
grew,髮小,0.2000
grey,格雷,0.2430
grey,蒼鷺,0.2270
grey,普通夜鷹,0.2000
grey-backed,灰背伯勞,0.2000
grey-backed,灰背鶇,0.2000
grey-bellied,灰腹地鶯,0.2000
grey-bellied,長尾鷯鶥,0.2000
grey-breasted,灰胸鷦鶯,0.2000
grey-capped,金翅雀,0.2215
grey-capped,星頭啄木鳥,0.2000
grey-cheeked,灰臉鶲鶯,0.2000
grey-cheeked,臺灣雀鶥,0.2000
grey-chinned,灰喉山椒鳥,0.2000
grey-crested,褐冠山雀,0.2000
grey-crowned,灰冠鶲鶯,0.2000
grey-eyed,灰眼短腳鵯,0.2000
grey-faced,灰臉鵟鷹,0.2000
grey-headed,方尾鶲,0.2000
grey-headed,灰頭啄木鳥,0.2000
grey-headed,灰頭灰雀,0.2000
grey-hooded,暗色鴉雀,0.2000
grey-hooded,灰頭柳鶯,0.2000
grey-hooded,灰頭雀鶥,0.2000
grey-necked,灰頸鵐,0.2000
grey-sided,棕頂樹鶯,0.2000
grey-sided,灰脅噪鶥,0.2000
grey-sided,華南斑胸鉤嘴鶥,0.2000
grey-streaked,灰斑鶲,0.2000
grey-tailed,灰尾漂鷸,0.2000
grey-throated,褐喉沙燕,0.2000
grey-throated,黑頭穗鶥,0.2000
grey-winged,灰翅鶇,0.2000
greyhound,灰獵犬,0.2104
grid,格,0.5484
grid,網格,0.3350
grid,柵極,0.2294
grid-based,網格員,0.2000
griddle,鐺,0.2413
griddle,鏊,0.2322
griddle,鏊子,0.2242
gridlock,膠著,0.2000
grief,悲,0.2894
grief,哀,0.2685
grief,哀傷,0.2577
grief-stricken,哀思,0.2344
grief-stricken,肝腸寸斷,0.2324
grievance,不平,0.2671
grievance,冤,0.2630
grievance,訴苦,0.2498
grievances,恩怨,0.2604
grievances,吐,0.3592
grievances,隱忍,0.2673
grieve,傷心,0.4168
grieve,悼念,0.2583
grieve,哀痛,0.2320
grieved,酸,0.3589
grieved,悲哀,0.3518
grieved,悲痛,0.2652
grieves,兔死狐悲,0.2273
grieving,鼓盆,0.2240
grieving,鼓盆之戚,0.2130
grievous,懮,0.2267
grievous,放血,0.2333
griffin,鷹頭獅,0.2173
griffin,獅鷲,0.2118
grift,圈錢,0.2788
grigory,格里高利,0.2286
grill,提問,0.5588
grill,烤,0.3136
grill,烤架,0.2275
grille,格柵,0.2458
grille,鐵欄,0.2014
grilled,烤串,0.2293
grilled,烤腸,0.2177
grilled,鐵板牛肉,0.2244
grilling,鐵板,0.2472
grim,嚴峻,0.2944
grim,冷笑,0.2614
grim,嚴酷,0.2440
grimace,鬼臉,0.2453
