# Jyutping (粵拼) dictionary — source rime-cantonese (CC-BY/ODbL) + essay freq
# Toneless codes; includes Cantonese colloquial vocabulary.
# Fields: jyutping, chinese, freq
jyutping,chinese,freq
jin,絃,0.2207
jin,兗,0.2199
jin,涀,0.2196
jin,橪,0.2188
jin,唁,0.2188
jin,硏,0.2177
jin,椼,0.2156
jin,蔫,0.2154
jin,讞,0.2146
jin,鄢,0.2136
jin,嵃,0.2136
jin,偃,0.2127
jin,筵,0.2122
jin,涎,0.2115
jin,舷,0.2108
jin,熯,0.2102
jin,湮,0.21
jin,莧,0.2099
jin,俔,0.2096
jin,諺,0.2095
jin,鋧,0.2092
jin,漹,0.2091
jin,傿,0.2089
jin,娊,0.2083
jin,嘫,0.2079
jin,峴,0.2073
jin,鬳,0.2068
jin,蜒,0.2062
jin,胭,0.2052
jin,郾,0.2049
jin,哯,0.2043
jin,玹,0.2041
jin,繎,0.2034
jin,毽,0.2028
jin,萒,0.2006
jin,驠,0.1993
jin,誸,0.1986
jin,蔩,0.1986
jin,褗,0.1981
jin,埏,0.1978
jin,鼴,0.1978
jin,姸,0.1967
jin,痃,0.1963
jin,巘,0.1961
jin,悓,0.1954
jin,琂,0.1952
jin,湺,0.1947
jin,渷,0.1947
jin,晛,0.1946
jin,娮,0.1945
jin,蚿,0.1943
jin,粯,0.1943
jin,甗,0.1939
jin,讌,0.1936
jin,沇,0.1935
jin,妶,0.1934
jin,嚥,0.1932
jin,綖,0.1932
jin,鋋,0.1911
jin,娫,0.1909
jin,匽,0.1906
jin,縯,0.1903
jin,墕,0.1898
jin,臔,0.1892
jin,揅,0.1891
jin,垷,0.1887
jin,伭,0.1881
jin,蝘,0.188
jin,娹,0.1877
jin,牪,0.1874
jin,贒,0.1867
jin,郔,0.1867
jin,莚,0.1866
jin,誢,0.1866
jin,狿,0.1862
jin,唌,0.186
jin,馻,0.1858
jin,嬊,0.1856
jin,曣,0.1856
jin,阭,0.1855
jin,喭,0.1847
jin,椻,0.1842
jin,胘,0.1841
jin,巚,0.1837
jin,鰋,0.1833
jin,葕,0.183
jin,覎,0.183
jin,愝,0.1827
jin,肰,0.1821
jin,鶠,0.181
jin,篶,0.1808
jin,醼,0.1808
jin,齞,0.1802
jin,酀,0.1798
jin,婱,0.1797
jin,躽,0.1793
jin,礥,0.1791
jin,烻,0.179
jin,咞,0.1781
jin,珚,0.1779
jin,齴,0.1771
jin,蔅,0.1755
jin,抁,0.1751
jin,遃,0.1751
jin,觾,0.1718
jin,隁,0.1676
jin,臙,0.1659
jin,羡,0.1601
jin,鼹,0.1499
jin,睍,0.0901
jin,鷰,0.0357
jinaai,二奶,0.4862
jinaam,沂南,0.4666
jinaan,疑難,0.4787
jinang,異能,0.4747
jinbin,演變,0.5096
jinbin,衍變,0.4621
jinbut,研鉢,0.4573
jincaau,現鈔,0.4638
jincai,賢妻,0.4677
jinceng,宴請,0.4771
jinceot,演出,0.545
jinci,延遲,0.5246
jinci,言詞,0.4706
jinci,硯池,0.4604
jincin,現錢,0.4621
jincing,延請,0.4599
jincoeng,現場,0.5618
jincoeng,演唱,0.5281
jincoeng,延長,0.5133
jincoi,賢才,0.4653
jincoi,莧菜,0.4652
jincou,菸草,0.4913
jincyun,現存,0.4975
jincyun,衍傳,0.4521
jindai,菸蒂,0.4645
jindai,賢弟,0.4644
jindak,賢德,0.4629
jindau,菸斗,0.4715
jindim,燃點,0.4636
jinding,研定,0.4477
jindoi,現代,0.5647
jindoi,菸袋,0.4643
jineoi,兒女,0.4983
jinfaa,演化,0.5214
jinfaa,煙花,0.4936
jinfaa,衍化,0.461
jinfaat,研發,0.556
jinfo,現貨,0.4954
jinfo,莧科,0.4555
jinfong,現況,0.4666
jinfui,菸灰,0.4744
jinfun,現款,0.4671
jing,貽誤,0.4646
jing,應,0.3462
jing,型,0.3129
jing,仍,0.298
jing,贏,0.2958
jing,冰,0.2809
jing,景,0.2801
jing,英,0.2796
jing,影,0.2701
jing,形,0.2672
jing,扔,0.2643
jing,迎,0.2634
jing,認,0.2626
jing,營,0.2552
jing,鷹,0.2456
jing,凝,0.2436
jing,盈,0.2431
jing,映,0.2413
jing,瑩,0.2396
jing,刑,0.2389
jing,邢,0.2357
jing,郢,0.2345
jing,櫻,0.2331
jing,央,0.2297
jing,瀅,0.2282
jing,嬰,0.2262
jing,瑛,0.226
jing,嶸,0.2251
jing,媵,0.2223
jing,夃,0.2211
jing,蠅,0.2205
jing,瀛,0.2163
jing,縈,0.2156
jing,鈃,0.2156
jing,嬴,0.2139
jing,螢,0.2138
jing,纓,0.2138
jing,鋞,0.2135
jing,褮,0.2131
jing,熒,0.2109
jing,楹,0.2105
jing,硎,0.2103
jing,瓔,0.2094
jing,艿,0.2091
jing,膺,0.2083
jing,桜,0.2082
jing,浧,0.2077
jing,嚶,0.2063
jing,鸚,0.2058
jing,鎣,0.2055
jing,譍,0.2055
jing,癭,0.2049
jing,瀠,0.2042
jing,塋,0.2041
jing,応,0.2039
jing,滎,0.2038
jing,陘,0.2024
jing,瀴,0.2024
jing,営,0.2018
jing,攖,0.2017
jing,侀,0.2012
jing,銒,0.2011
jing,礽,0.2005
jing,渶,0.2003
jing,啨,0.1989
jing,蛍,0.1989
jing,鉶,0.1968
jing,霙,0.1957
jing,迊,0.1956
jing,賏,0.1949
jing,濙,0.1947
jing,暎,0.1947
jing,芿,0.1944
jing,瀯,0.1937
jing,媖,0.1912
jing,噟,0.1912
jing,嫈,0.1898
jing,郉,0.1896
jing,煐,0.1894
jing,偀,0.1892
jing,盁,0.1885
jing,朠,0.1882
jing,韹,0.1875
jing,孆,0.187
jing,籯,0.187
jing,僌,0.1865
jing,鐛,0.1864
jing,灐,0.1861
jing,陾,0.1855
jing,韺,0.1854
jing,廮,0.185
jing,摬,0.185
jing,巊,0.1846
jing,娙,0.1844
jing,旲,0.1843
jing,籝,0.1842
jing,碤,0.1835
jing,蘡,0.1833
jing,蝿,0.1827
jing,謍,0.1824
jing,萾,0.1823
jing,礯,0.1819
jing,蠳,0.1817
jing,鶧,0.1813
jing,覮,0.1809
jing,緓,0.1804
jing,譻,0.1804
jing,孾,0.1795
jing,攍,0.1795
jing,藀,0.1794
jing,軈,0.1793
jing,辸,0.1791
jing,梬,0.1791
jing,巆,0.1787
jing,濴,0.1785
jing,矨,0.1782
jing,鑍,0.1772
jing,珱,0.1758
jing,櫿,0.1751
jing,濚,0.174
jing,蝧,0.1703
jing,膡,0.1672
jingaa,現價,0.4817
jingaan,菸鹼,0.4635
jingam,現金,0.5408
jingam,現今,0.5004
jingau,研究,0.5975
jingau,衣鉤,0.4619
jingbaan,型板,0.4609
jingban,迎賓,0.4766
jingbin,應變,0.4815
jingbong,英鎊,0.5003
jingbun,影本,0.4642
jingcaau,營巢,0.459
jingcan,迎親,0.4662
jingcan,應診,0.4596
jingcau,應酬,0.4861
jingcek,英尺,0.4799
jingcek,英呎,0.4561
jingcek,呎,0.2305
jingceoi,迎娶,0.4728
jingceot,認出,0.4862
jingci,英雌,0.4606
jingciu,英超,0.5191
jingco,認錯,0.484
jingcoeng,刑場,0.4655
jingcyun,英寸,0.5171
jingcyun,英吋,0.4596
jingcyun,吋,0.2388
jingdaai,影帶,0.4605
jingdai,影帝,0.4932
jingdak,認得,0.4871
jingdak,應得,0.4749
jingdei,營地,0.4996
jingdeoi,應對,0.5481
jingdeon,英噸,0.4485
jingdik,應敵,0.46
jingding,認定,0.5364
jingdip,影碟,0.4744
jingdong,應當,0.5463
jingei,演技,0.5321
jingfaa,櫻花,0.5015
jingfaat,刑法,0.5173
jingfan,應分,0.4634
jingfat,刑罰,0.479
jingfat,認罰,0.4588
jingfau,應否,0.4641
jingfo,螢火,0.4695
jingfo,營火,0.4596
jingfo,迎火,0.4494
jingfong,營房,0.4665
jingfu,應付,0.5201
jinggaa,鷹架,0.4547
jinggaai,應屆,0.4918
jinggaau,凝膠,0.4783
jinggap,應急,0.5005
jinggau,仍舊,0.5096
jinggau,認購,0.495
jinggau,營救,0.481
jinggik,迎擊,0.4643
jingging,刑警,0.4801
jingging,應景,0.4657
jinggit,凝結,0.4802
jinggoi,應該,0.5989
jinggu,凝固,0.4859
jinggwok,英國,0.5706
jinggwong,螢光,0.465
jinggyun,認捐,0.4625
jinghaai,嬰孩,0.466
jinghaai,形骸,0.4637
jinghaau,應考,0.4671
jinghap,迎合,0.5139
jinghau,影后,0.4783
jinghau,迎候,0.4618
jingho,認可,0.5499
jinghoeng,影響,0.6026
jinghou,型號,0.5325
jinghung,英雄,0.5654
jinghyun,鷹犬,0.4604
jinghyun,影圈,0.457
jinghyut,凝血,0.4682
jingin,延見,0.4504
jingjam,影音,0.4931
jingjan,影印,0.4728
jingjat,盈溢,0.4578
jingji,嬰兒,0.5277
jingjik,凝液,0.4572
jingjim,應驗,0.4728
jingjin,仍然,0.5651
jingjing,熒熒,0.4622
jingjip,營業,0.5044
jingjiu,應邀,0.4837
jingjiu,縈繞,0.4774
jingjoeng,營養,0.5435
jingjoeng,滎陽,0.4682
jingjuk,刑辱,0.442
jingjung,應用,0.5793
jingjung,形容,0.5301
jingjung,英勇,0.4841
jingjyu,英語,0.5822
jingjyu,盈餘,0.4771
jingjyun,影院,0.5222
jingjyut,盈月,0.4595
jingkau,刑求,0.4531
jingkei,刑期,0.4655
jingkek,影劇,0.4672
jinglau,影樓,0.4776
jinglei,盈利,0.5577
jinglei,英里,0.4814
jinglei,英哩,0.4581
jingleng,認領,0.4758
jingleon,英倫,0.4789
jinglin,凝練,0.4657
jingling,認領,0.4758
jingloeng,啢,0.1949
jinglok,瓔珞,0.4645
jingluk,刑戮,0.4551
jingmai,影迷,0.4978
jingman,英文,0.5603
jingmau,凝眸,0.4657
jingmau,營謀,0.4559
jingmeng,認命,0.4741
jingmin,迎面,0.481
jingming,英明,0.481
jingmok,熒幕,0.4738
jingmok,螢幕,0.4658
jingmong,凝望,0.4761
jingmong,刑網,0.4434
jingmou,鸚鵡,0.4817
jingmou,英武,0.4654
jingmun,盈滿,0.4643
jingmun,應門,0.4593
jingnin,英年,0.4665
jingnok,應諾,0.4624
jingoi,以外,0.5532
jingoi,意外,0.538
jingong,演講,0.5351
jingong,菸缸,0.4635
jingpaai,鷹派,0.4637
jingpin,影片,0.5579
jingping,影評,0.5009
jingpong,形旁,0.4565
jingpui,認賠,0.4596
jingpun,營盤,0.4662
jingsai,形勢,0.5195
jingsan,迎新,0.4753
jingsan,凝神,0.4736
jingsan,迎神,0.4599
jingsau,應手,0.4684
jingse,影射,0.474
jingsek,英石,0.4608
jingseon,刑訊,0.4661
jingseon,櫻脣,0.4645
jingseon,應訊,0.4598
jingsi,影視,0.5321
jingsi,應試,0.505
jingsi,刑事,0.4893
jingsi,凝視,0.4836
jingsi,應市,0.4601
jingsik,形式,0.5747
jingsik,認識,0.5657
jingsik,形色,0.4646
jingsing,形成,0.5816
jingsing,影星,0.4806
jingsing,應聲,0.4756
jingsing,應承,0.468
jingsing,形聲,0.4634
jingsing,形勝,0.4613
jingsiu,營銷,0.5632
jingsuk,凝縮,0.4593
jingsyu,認輸,0.4785
jingsyun,膺選,0.4498
jingtaai,形態,0.5489
jingtaan,影壇,0.4773
jingtai,形體,0.4945
jingtau,迎頭,0.4664
jingtau,認頭,0.4522
jingtin,刑天,0.4667
jingtoi,邢臺,0.4779
jingtoi,瀛臺,0.462
jingtong,刑堂,0.4572
jingtou,櫻桃,0.4942
jingtung,認同,0.5425
jingun,言官,0.4615
jingwaai,縈懷,0.4595
jingwaak,熒惑,0.4614
jingwai,認爲,0.5946
jingwan,營運,0.4887
jingwan,應允,0.4662
jingwui,縈迴,0.4686
jingwun,應援,0.4695
jingyun,菸捲,0.463
jingzaai,營寨,0.4636
jingzaak,刑責,0.4637
jingzaau,鷹爪,0.4639
jingzai,英制,0.4649
jingzan,認真,0.5598
jingzat,形質,0.4596
jingzeoi,凝聚,0.4923
jingzeoi,認罪,0.4747
jingzeon,英俊,0.4903
jingzeon,認準,0.4838
jingzi,認知,0.5676
jingzi,影子,0.5304
jingzi,英姿,0.4736
jingzik,形跡,0.464
jingzin,迎戰,0.4819
jingzin,影展,0.4758
jingzin,應戰,0.4713
jingzing,認證,0.5402
jingzing,應徵,0.4783
jingzip,迎接,0.5061
jingziu,映照,0.4736
jingziu,應召,0.4651
jingziu,應詔,0.458
jingzoeng,形象,0.5652
jingzoeng,影像,0.5292
jingzoeng,映像,0.4943
jingzoeng,影象,0.4718
jingzoeng,認賬,0.4634
jingzoeng,認帳,0.4622
jingzong,形狀,0.5443
jingzong,型狀,0.4587
jingzou,營造,0.5224
jingzung,凝重,0.4786
jinhaak,宴客,0.4638
jinhaau,研考,0.4614
jinhang,現行,0.5018
jinhang,言行,0.4861
jinhap,硯盒,0.4509
jinhau,然後,0.6253
jinhau,咽喉,0.4798
jinhei,演戲,0.5015
jinhei,嚥氣,0.4618
jinhoeng,燃香,0.4603
jinhou,燃耗,0.457
jinhyun,菸圈,0.4659
jinim,意念,0.4805
jinim,疑念,0.4552
jinjam,現任,0.4958
jinjam,宴飲,0.4617
jinjau,現有,0.5444
jinjau,燃油,0.4901
jinjau,蜒蚰,0.4495
jinji,然而,0.5911
jinji,研擬,0.4578
jinjik,演繹,0.5248
jinjik,現役,0.4883
jinjim,咽炎,0.4691
jinjing,現形,0.4665
jinjip,菸葉,0.4763
jinjyu,言語,0.5173
jinjyu,諺語,0.4763
jinjyun,演員,0.5603
jinkau,研求,0.453
jinkei,延期,0.4984
jinlaam,延攬,0.46
jinlai,妍麗,0.46
jinleon,言論,0.5418
jinlin,演練,0.4873
jinliu,燃料,0.5158
jinloeng,賢良,0.4657
jinlok,宴樂,0.4594
jinmak,燕麥,0.4878
jinman,菸民,0.4665
jinman,諺文,0.4528
jinmei,燃眉,0.466
jinming,言明,0.4641
jinming,賢明,0.4636
jinmo,現磨,0.4629
jinmut,湮沒,0.4668
jinmut,涎沫,0.4551
jinnang,賢能,0.4628
jinng,延誤,0.483
jinngai,演藝,0.4882
jinngo,偃臥,0.4545
jinngok,弦樂,0.4889
jinnin,現年,0.4686
jinoeng,二娘,0.4656
jinoeng,二孃,0.4656
jinoi,以內,0.5406
jinping,延聘,0.4572
jinsai,現世,0.4736
jinsan,延伸,0.5269
jinsan,現身,0.4943
jinsat,現實,0.562
jinseoi,延髓,0.4617
jinsi,現時,0.4793
jinsi,菸絲,0.4648
jinsi,賢士,0.4638
jinsik,研析,0.4579
jinsing,現成,0.4911
jinsing,延性,0.4614
jinsiu,燃燒,0.5294
jinsok,弦索,0.4577
jinsuk,賢淑,0.4657
jinsyu,鼴鼠,0.4662
jinsyun,演算,0.4652
jinsyut,演說,0.4777
jintaam,言談,0.4748
jintai,演替,0.4628
jintau,菸頭,0.4759
jintin,硯田,0.4576
jintoi,硯臺,0.465
jintou,研討,0.4912
jinwai,賢惠,0.4777
jinwo,燕窩,0.4778
jinwong,賢王,0.4644
jinwui,宴會,0.4836
jinwui,延會,0.4498
jinwun,延緩,0.4867
jinzaap,演習,0.489
jinzaap,研習,0.4667
jinzai,研製,0.5071
jinzau,演奏,0.5393
jinzau,菸酒,0.4788
jinzeoi,菸嘴,0.4642
jinzeon,演進,0.4865
jinzi,燕子,0.493
jinzi,胭脂,0.4783
jinzi,毽子,0.4628
jinzik,宴席,0.4749
jinzik,筵席,0.4658
jinzik,現職,0.4639
jinzik,硯席,0.4412
jinzip,延接,0.4507
jinzoek,燕雀,0.4633
jinzoeng,現象,0.5735
jinzoi,現在,0.6264
jinzong,現狀,0.5398
jinzuk,延續,0.5277
jion,議案,0.4972
jion,疑案,0.4662
jip,頁,0.3298
jip,葉,0.2904
jip,業,0.2848
jip,櫱,0.23
jip,腌,0.2297
jip,掖,0.2265
jip,燁,0.2254
jip,顳,0.2252
jip,魘,0.2251
jip,嘩,0.2251
jip,靨,0.2229
jip,囁,0.2219
jip,孽,0.2197
jip,揲,0.2187
jip,醃,0.2185
jip,曄,0.2183
jip,嚈,0.2141
jip,楪,0.2138
jip,殜,0.2119
jip,痷,0.2106
jip,鄴,0.2098
jip,饁,0.2069
jip,擖,0.2064
jip,擪,0.2033
jip,枼,0.1996
jip,僷,0.1994
jip,喦,0.195
jip,嶪,0.194
jip,偞,0.1932
jip,讘,0.1931
jip,鐷,0.1931
jip,殗,0.1927
jip,擫,0.1905
jip,枽,0.19
jip,澲,0.1888
jip,鍱,0.1886
jip,孼,0.1885
jip,曗,0.1876
jip,枿,0.1872
jip,蠥,0.1858
jip,瞱,0.1849
jip,驜,0.1844
jip,墷,0.183
jip,瞸,0.1828
jip,曅,0.1818
jip,擛,0.1807
jip,嶫,0.1791
jip,嶭,0.1786
jip,餣,0.1782
jip,鸈,0.1782
jip,鎑,0.1777
jip,糱,0.1771
jip,爗,0.1765
jip,皣,0.1761
jip,鄓,0.1708
jipdai,頁底,0.4542
jipei,椅披,0.4459
jipfo,醃貨,0.4415
jipgaai,業界,0.5253
jiphang,葉莖,0.4576
jiphou,頁蒿,0.4381
jipjyu,業餘,0.5214
jipleon,葉輪,0.4673
jipmaa,頁碼,0.4786
jipmei,頁尾,0.466
jipmin,頁面,0.5537
jipmou,業務,0.5824
jipmun,葉門,0.4543
jipnoi,業內,0.5277
jipo,姨婆,0.4626
jippaau,醃泡,0.4559
jippin,葉片,0.4983
jipsam,頁心,0.4486
jipsau,頁首,0.4757
jipsou,頁數,0.4776
jipsyun,葉酸,0.4766
jipzai,醃製,0.4998
jipzap,醃汁,0.4546
jipzi,葉子,0.5147
jipzik,業績,0.5488
jipzoeng,孽障,0.4609
jipzyu,業主,0.5234
jisak,耳塞,0.4814
jisam,疑心,0.4741
jisam,二心,0.4635
jisam,異心,0.4627
jisam,移審,0.4564
jisam,貳心,0.454
jisan,貳臣,0.4554
jisang,醫生,0.582
jisau,二手,0.5285
jiseon,依順,0.4589
jiseot,醫術,0.4762
jisi,意思,0.5707
jisi,醫師,0.4943
jisi,兒時,0.4874
jisi,以示,0.4797
jisi,議事,0.4752
jisi,異事,0.4657
jisi,移師,0.4657
jisi,義士,0.4649
jisi,耳屎,0.4642
jisi,移時,0.4589
jisi,義師,0.4561
jisik,意識,0.5555
jisik,儀式,0.5101
jisik,兒媳,0.4777
jisik,衣食,0.474
jising,異性,0.5011
jising,耳性,0.451
jisiu,貽笑,0.4631
jisoeng,以上,0.604
jisoeng,異常,0.5436
jisoeng,衣裳,0.4839
jisoeng,異相,0.4619
jisou,異數,0.4628
jisuk,二叔,0.478
jisuk,依屬,0.4476
jisyu,醫書,0.4655
jit,喝,0.3148
jit,熱,0.3084
jit,咽,0.2479
jit,孽,0.2332
jit,櫱,0.23
jit,齧,0.223
jit,嚙,0.221
jit,暍,0.2194
jit,噎,0.2167
jit,讞,0.2146
jit,謁,0.2137
jit,孼,0.211
jit,枿,0.2097
jit,蠥,0.2083
jit,嶭,0.2011
jit,臬,0.2003
jit,糱,0.1996
jit,钀,0.1983
jit,隉,0.1968
jit,摰,0.1947
jit,糵,0.1912
jit,黦,0.1871
jit,巕,0.1869
jit,臲,0.1847
jit,嵲,0.1839
jit,蠮,0.182
jit,闑,0.1809
jit,蛪,0.1803
jit,槷,0.1785
jit,囓,0.0357
jit,㜸,0.0225
jitaai,儀態,0.4666
jitai,議題,0.4892
jitai,異體,0.4663
jitbo,熱播,0.482
jitcin,熱錢,0.4798
jitcing,熱情,0.5426
jitcit,熱切,0.4786
jitciu,熱潮,0.4927
jitcung,熱衷,0.492
jitdaai,熱帶,0.4862
jitdim,熱點,0.5279
jitfan,熱昏,0.4576
jitfu,熱褲,0.4672
jitfu,熱乎,0.467
jitgaai,熱解,0.4653
jitgau,熱狗,0.4666
jitgin,謁見,0.4609
jithei,熱氣,0.4822
jithyut,熱血,0.5188
jitjam,熱飲,0.4641
jitleoi,熱淚,0.476
jitlik,熱力,0.4794
jitlit,熱烈,0.5075
jitloeng,熱量,0.5349
jitlok,熱絡,0.4634
jitlong,熱浪,0.4742
jitlyun,熱戀,0.4796
jitmaai,熱賣,0.4846
jitman,熱敏,0.4682
jitmong,熱望,0.463
jitmou,熱舞,0.4799
jitmun,熱門,0.5394
jitnaau,熱鬧,0.5144
jitnang,熱能,0.477
jitoi,熱愛,0.5502
jitoi,二胎,0.4736
jitong,飴糖,0.4619
jitou,意圖,0.5208
jitou,耳套,0.4605
jitsam,熱心,0.4994
jitsam,熱忱,0.4782
jitsan,熱身,0.5008
jitsin,熱線,0.5008
jitsing,熱誠,0.4734
jittin,熱天,0.4672
jitung,兒童,0.5476
jitung,異同,0.4852
jityun,疑團,0.4653
jitzik,熱值,0.4635
jitzyu,噎住,0.4615
jitzyu,嚥住,0.4552
jiu,要,0.4324
jiu,么,0.2993
jiu,繞,0.2696
jiu,陶,0.2679
jiu,妖,0.2673
jiu,腰,0.2642
jiu,姚,0.2593
jiu,澆,0.2499
jiu,搖,0.2454
jiu,耀,0.2428
jiu,邀,0.2411
jiu,擾,0.2399
jiu,遙,0.2376
jiu,饒,0.2373
jiu,堯,0.2366
jiu,瑤,0.236
jiu,窯,0.233
jiu,偠,0.232
jiu,繇,0.2299
jiu,夭,0.2297
jiu,幺,0.2286
jiu,杳,0.2269
jiu,騕,0.2263
jiu,徼,0.2252
jiu,僥,0.224
jiu,嬈,0.2236
jiu,橈,0.2229
jiu,洮,0.2229
jiu,揄,0.2223
jiu,銚,0.2223
jiu,祅,0.2215
jiu,窈,0.2209
jiu,鷂,0.2207
jiu,曜,0.2204
jiu,窕,0.2189
jiu,謠,0.2185
jiu,舀,0.2156
jiu,吆,0.2123
jiu,穘,0.2121
jiu,喓,0.2102
jiu,崾,0.21
jiu,葽,0.2097
jiu,窔,0.2095
jiu,垚,0.2083
jiu,婹,0.2074
jiu,蟯,0.2041
jiu,鰩,0.2027
jiu,揺,0.2026
jiu,燿,0.2026
jiu,闄,0.2024
jiu,皛,0.2023
jiu,徭,0.2015
jiu,傜,0.2007
jiu,愮,0.1997
jiu,珧,0.1993
jiu,岆,0.199
jiu,鴢,0.1986
jiu,嶢,0.1982
jiu,楆,0.1981
jiu,蕘,0.1981
jiu,鷣,0.198
jiu,窅,0.1977
jiu,颻,0.1975
jiu,訞,0.1968
jiu,軺,0.1956
jiu,仸,0.1952
jiu,脁,0.1938
jiu,遶,0.1936
jiu,矅,0.1927
jiu,媱,0.1926
jiu,窰,0.1913
jiu,尭,0.1908
jiu,鎐,0.1906
jiu,猺,0.1904
jiu,蓔,0.1903
jiu,榚,0.1893
jiu,隢,0.1887
jiu,覞,0.1885
jiu,溔,0.1877
jiu,榣,0.1875
jiu,枖,0.1849
jiu,抭,0.1843
jiu,嶤,0.1839
jiu,餆,0.1834
jiu,鷕,0.1832
jiu,顤,0.1831
jiu,暚,0.183
jiu,穾,0.1825
jiu,摿,0.1825
jiu,宎,0.1818
jiu,鴁,0.1803
jiu,烑,0.1802
jiu,嗂,0.1797
jiu,眑,0.1777
jiu,筄,0.1777
jiu,蘨,0.1774
jiu,鱙,0.177
jiu,苭,0.1755
jiu,熎,0.1755
jiu,艞,0.1755
jiu,襓,0.1749
jiu,鼼,0.1749
jiu,讑,0.1743
jiu,柼,0.1718
jiu,扰,0.1466
jiu,謡,0.0357
jiu,殀,0.0225
jiu,㕭,0.0225
jiu,㝔,0.0225
jiu,䌛,0.0225
jiubaai,搖擺,0.4883
jiubaan,耀斑,0.4604
jiubaau,腰包,0.4797
jiubat,要不,0.5442
jiucaak,遙測,0.4643
jiuce,妖邪,0.4639
jiucing,邀請,0.5437
jiucoi,要塞,0.491
jiucyun,謠傳,0.4727
jiudaai,腰帶,0.4931
jiudei,要地,0.4659
jiudim,要點,0.5328
jiudou,繞道,0.4751
jiudou,腰刀,0.4626
jiudung,搖動,0.4746
jiudung,窯洞,0.4706
jiudyun,要端,0.4601
jiufaan,要犯,0.4648
jiufan,鷂鱝,0.439
jiufong,搖晃,0.484
jiufu,吆呼,0.4485
jiugaan,腰間,0.4789
jiugan,要緊,0.4901
jiugik,要擊,0.4582
jiugin,要件,0.4747
jiugu,腰鼓,0.4654
jiugung,邀功,0.4636
jiugwaai,妖怪,0.5041
jiugwan,搖滾,0.5414
jiugwat,腰骨,0.4603
jiugwo,腰果,0.465
jiugwo,饒過,0.463
jiuhaam,吆喊,0.4454
jiuham,搖撼,0.4605
jiuhei,妖氣,0.4658
jiuhip,要脅,0.4614
jiuhoi,要害,0.4801
jiuhou,要好,0.5236
jiuhung,遙控,0.4904
jiujai,搖曳,0.48
jiujan,要人,0.4688
jiuje,妖冶,0.4646
jiuji,瑤臺,0.4633
jiuji,幺二,0.4426
jiujim,妖豔,0.4762
jiujin,謠言,0.5133
jiujin,窅然,0.4513
jiujip,妖孽,0.4746
jiujiu,搖搖,0.4797
jiujiu,繞繞,0.4617
jiujoek,邀約,0.485
jiujoeng,擾攘,0.4611
jiujuk,饒沃,0.4402
jiujyun,遙遠,0.5062
jiujyun,要員,0.465
jiukau,要求,0.6015
jiukwaa,腰胯,0.4586
jiukyut,要訣,0.4678
jiulaam,搖籃,0.4807
jiulau,繞流,0.4589
jiulik,腰力,0.4595
jiulim,要臉,0.4694
jiuliu,饒了,0.4707
jiulou,繞路,0.4639
jiulou,搖櫓,0.4604
jiulyun,擾亂,0.4847
jiuman,要聞,0.4805
jiuman,擾民,0.473
jiumeng,要命,0.4966
jiumeng,饒命,0.4639
jiumo,要麼,0.5675
jiumo,妖魔,0.4754
jiumong,遙望,0.4777
jiumuk,耀目,0.4622
jiungaan,耀眼,0.4894
jiusat,繞膝,0.4604
jiusau,夭壽,0.4576
jiuse,繞射,0.4577
jiuseon,堯舜,0.4646
jiuseot,妖術,0.4675
jiusi,要是,0.5678
jiusi,要事,0.4664
jiusou,要素,0.5406
jiusyu,饒恕,0.4671
jiusyun,搖船,0.4589
jiutau,搖頭,0.4952
jiutong,舀湯,0.4559
jiuwaan,繞彎,0.4583
jiuwai,腰圍,0.4777
jiuwan,要暈,0.4622
jiuzaam,腰斬,0.4816
jiuzeoi,繞嘴,0.4545
jiuzi,腰子,0.4642
jiuzing,妖精,0.4914
jiuzit,夭折,0.4771
jiuzoeng,搖獎,0.4646
jiuzoeng,要賬,0.4598
jiuzou,繞組,0.4712
jiwaak,疑惑,0.5307
jiwaan,耳環,0.4836
jiwaan,易彎,0.4531
jiwaat,耳挖,0.4547
jiwai,以爲,0.5699
jiwai,移位,0.4763
jiwai,疑爲,0.4677
jiwan,疑雲,0.4686
jiwong,以往,0.5339
jiwong,二簧,0.4568
jiwu,二胡,0.5069
jiwu,醫護,0.4698
jiwui,議會,0.4981
jiwui,意會,0.4661
jizaau,耳罩,0.4631
jizai,擬製,0.4623
jizat,異質,0.4656
jizi,兒子,0.5637
jizi,椅子,0.5296
jizi,意志,0.5275
jizi,以致,0.4923
jizi,以至,0.4878
jizi,醫治,0.4812
jizi,以資,0.4641
jizi,義子,0.4637
jizi,頤指,0.463
jizi,懿旨,0.4606
jizi,衣子,0.4605
jizi,義肢,0.4599
jizik,移植,0.5116
jizik,議席,0.4628
jizin,二戰,0.5291
jizin,椅墊,0.4611
jizing,議政,0.4676
jizit,儀節,0.4549
jiziu,依照,0.5107
jizoek,衣着,0.4841
jizoeng,意象,0.507
jizoeng,議長,0.4733
jizoeng,倚仗,0.4636
jizoeng,姨丈,0.4634
jizoeng,異像,0.4603
jizoeng,二獎,0.4583
jizoi,移栽,0.472
jizong,異狀,0.4641
jizong,胰臟,0.4626
jizong,義莊,0.4615
jizuk,醫囑,0.4768
jizung,倚重,0.4645
jo,喲,0.2939
jo,育,0.2411
jo,唷,0.2203
joek,約,0.3063
joek,若,0.3055
joek,藥,0.295
joek,弱,0.2701
joek,曰,0.2603
joek,躍,0.2493
joek,虐,0.2365
